股票代码,股票简称,p_close,p_open,涨跌幅:前复权[20260430],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code,date
000037.SZ,深南电A,10.8,10.93,-1.0989011,10.97,3.15313767,20000114,292/870,10.71,6.58584468,20001201,10.93,10.97,10.71,10.8,2.380952,2.454986E7,33,000037,20260430
600127.SH,金健米业,6.81,6.83,-0.72886297,6.85,3.13960669,20000104,293/870,6.74,6.0255489,20001222,6.83,6.85,6.74,6.81,1.603498,1.8777446E7,17,600127,20260430
000655.SZ,金岭矿业,8.3,8.38,-1.42517815,8.42,3.10300638,20000117,294/870,8.22,5.10055027,20001227,8.38,8.42,8.22,8.3,2.375296,6170600,33,000655,20260430
000657.SZ,中钨高新,58.19,58,1.53550864,59.9,3.09505845,20000119,295/870,57.3,5.67822337,20001229,58,59.9,57.3,58.19,4.53673,1.24194845E8,33,000657,20260430
000404.SZ,长虹华意,8.28,8.18,-0.12062726,8.48,3.09269913,20000124,296/870,8.15,4.72029068,20001205,8.18,8.48,8.15,8.28,3.980699,3.0526575E7,33,000404,20260430
000863.SZ,三湘印象,4.85,4.6,6.35964912,4.9,3.09098,20000104,297/870,4.52,10.46098,20001215,4.6,4.9,4.52,4.85,8.333333,4.0559736E7,33,000863,20260430
000707.SZ,双环科技,5.95,6.05,-0.99833611,6.07,3.09055329,20000124,298/870,5.92,5.96318817,20001204,6.05,6.07,5.92,5.95,2.49584,1.4069091E7,33,000707,20260430
000967.SZ,盈峰环境,13.57,14.23,-3.827073,14.34,3.08719422,20001207,299/870,13.35,3.6427444,20001226,14.23,14.34,13.35,13.57,7.0163,2.0620417E8,33,000967,20260430
000720.SZ,新能泰山,4.54,4.65,-1.51843818,4.67,3.08159722,20000104,300/870,4.48,4.84664352,20001204,4.65,4.67,4.48,4.54,4.121475,5.22962E7,33,000720,20260430
000782.SZ,恒申新材,7.38,7.11,3.94366197,7.52,3.07142562,20000124,301/870,7.08,6.02049628,20001205,7.11,7.52,7.08,7.38,6.197183,3.7133157E7,33,000782,20260430
600830.SH,香溢融通,9.9,10.1,-2.36686391,10.35,3.07075368,20000104,302/870,9.9,4.51185141,20001229,10.1,10.35,9.9,9.9,4.437869,1.9228151E7,17,600830,20260430
000524.SZ,岭南控股,10.16,10.36,-1.83574879,10.41,3.06415152,20000124,303/870,10.12,6.45809091,20001206,10.36,10.41,10.12,10.16,2.801932,9258400,33,000524,20260430
600641.SH,先导基电,27.62,27.2,2.06947524,28.53,3.05061692,20000114,304/870,27.2,6.45698913,20001229,27.2,28.53,27.2,27.62,4.915003,5.8705138E7,17,600641,20260430
000626.SZ,远大控股,9.35,9.19,1.63043478,9.6,3.04102137,20000104,305/870,9.16,4.93845726,20000128,9.19,9.6,9.16,9.35,4.782608,2.618437E7,33,000626,20260430
000751.SZ,锌业股份,6.11,6.03,0,6.21,3.04074452,20000104,306/870,5.96,5.87963855,20001204,6.03,6.21,5.96,6.11,4.091653,7.6465247E7,33,000751,20260430
000691.SZ,*ST亚太,7.65,7.58,1.7287234,7.74,3.03687034,20000128,307/870,7.53,6.9724064,20001227,7.58,7.74,7.53,7.65,2.792553,8107000,33,000691,20260430
600774.SH,汉商集团,8.78,8.88,0.2283105,8.88,3.03162293,20000117,308/870,8.7,5.28474311,20001226,8.88,8.88,8.7,8.78,2.054794,4506900,17,600774,20260430
600187.SH,国中水务,1.84,1.84,,1.84,3.02276923,20000105,309/870,1.84,6.87733333,20001226,1.84,1.84,1.84,1.84,,,17,600187,20260430
000899.SZ,赣能股份,12.48,12.97,-3.55486862,13.03,3.01889295,20000104,310/870,12.46,5.04514502,20001201,12.97,13.03,12.46,12.48,4.404945,2.2008992E7,33,000899,20260430
600736.SH,苏州高新,8.15,8.15,-2.97619048,8.65,3.01260426,20000104,311/870,8.13,3.70093611,20001227,8.15,8.65,8.13,8.15,6.190476,1.99219602E8,17,600736,20260430
000927.SZ,中国铁物,2.81,2.85,-1.05633803,2.85,3.01190374,20000128,312/870,2.78,4.50254545,20001204,2.85,2.85,2.78,2.81,2.464788,6.6582631E7,33,000927,20260430
600756.SH,浪潮软件,16.51,16.22,1.6,16.55,3.00496388,20000104,313/870,16.2,12.18610532,20001228,16.22,16.55,16.2,16.51,2.153846,8055116,17,600756,20260430
600821.SH,金开新能,7.8,8.35,-10.03460208,8.47,2.98716216,20000104,314/870,7.8,5.01959459,20001205,8.35,8.47,7.8,7.8,7.727797,2.64786381E8,17,600821,20260430
600653.SH,申华控股,1.84,1.84,0.54644809,1.88,2.98270267,20000104,315/870,1.81,4.35235371,20000125,1.84,1.88,1.81,1.84,3.825136,3.1772926E7,17,600653,20260430
600773.SH,西藏城投,27.2,27.6,-3.20284698,28.88,2.98098848,20000117,316/870,26.6,5.93636644,20001226,27.6,28.88,26.6,27.2,8.113879,5.4043606E7,17,600773,20260430
600189.SH,泉阳泉,8.29,8.45,-1.89349112,8.52,2.97642569,20000124,317/870,8.25,4.89264214,20001229,8.45,8.52,8.25,8.29,3.195266,1.535636E7,17,600189,20260430
600746.SH,江苏索普,8.28,8.56,-3.27102804,8.6,2.95743788,20000121,318/870,8.24,12.50895286,20001220,8.56,8.6,8.24,8.28,4.205607,1.8798765E7,17,600746,20260430
600071.SH,凤凰光学,19.42,19.7,-3.14214464,19.7,2.9526493,20000124,319/870,19.2,8.71756243,20001205,19.7,19.7,19.2,19.42,2.493765,6212855,17,600071,20260430
000042.SZ,中洲控股,9.63,9.19,8.56820744,9.76,2.94820422,20000117,320/870,9.08,4.61788674,20001205,9.19,9.76,9.08,9.63,7.66629,3.6469732E7,33,000042,20260430
600807.SH,济高发展,3.13,3.05,2.2875817,3.15,2.94087912,20000104,321/870,3.05,8.39875458,20001206,3.05,3.15,3.05,3.13,3.267973,2.2901004E7,17,600807,20260430
000525.SZ,红太阳,5.55,5.56,-0.35906643,5.65,2.93818033,20000104,322/870,5.53,5.76921027,20001207,5.56,5.65,5.53,5.55,2.154398,2.0424596E7,33,000525,20260430
000738.SZ,航发控制,20.73,20.3,2.1182266,20.91,2.91685185,20000117,323/870,20.16,5.59092593,20001204,20.3,20.91,20.16,20.73,3.694581,1.9100908E7,33,000738,20260430
000757.SZ,浩物股份,4.89,4.88,0.41067762,4.98,2.91666667,20000104,324/870,4.81,4.75490196,20001226,4.88,4.98,4.81,4.89,3.490759,1.14469E7,33,000757,20260430
600303.SH,曙光股份,3.31,3.29,0.60790274,3.36,2.9155812,20001226,325/870,3.26,3.3224188,20001229,3.29,3.36,3.26,3.31,3.039513,2.2127357E7,17,600303,20260430
600818.SH,ST中路,7.77,7.77,-5.01222494,7.77,2.91074931,20000125,326/870,7.77,9.89697521,20001227,7.77,7.77,7.77,7.77,0,167100,22,600818,20260430
600665.SH,天地源,3.6,3.51,1.69491525,3.62,2.90829574,20000104,327/870,3.51,4.86318296,20001204,3.51,3.62,3.51,3.6,3.107344,1.523936E7,17,600665,20260430
000819.SZ,岳阳兴长,16.34,16.41,-0.54777845,16.68,2.90663671,20000124,328/870,16.25,5.48467881,20001201,16.41,16.68,16.25,16.34,2.617163,4670272,33,000819,20260430
000923.SZ,河钢资源,16.8,17,-2.21187427,17.38,2.88,20000124,329/870,16.75,6.708125,20001226,17,17.38,16.75,16.8,3.667054,1.8290308E7,33,000923,20260430
600730.SH,*ST高科,8.97,8.97,5.03512881,8.97,2.8779375,20000117,330/870,8.97,4.18059318,20001225,8.97,8.97,8.97,8.97,0,1784800,22,600730,20260430
000705.SZ,浙江震元,8.26,8.24,0.24271845,8.49,2.87391026,20000104,331/870,8.21,6.98288462,20001208,8.24,8.49,8.21,8.26,3.398058,1.2101566E7,33,000705,20260430
600733.SH,北汽蓝谷,7.11,7.11,-0.55944056,7.14,2.86666667,20000121,332/870,7.05,5.59809524,20001208,7.11,7.14,7.05,7.11,1.258741,6.1547078E7,17,600733,20260430
000880.SZ,潍柴重机,30.9,30.49,8.15540777,31.35,2.85778123,20000106,333/870,30.05,5.17834714,20001201,30.49,31.35,30.05,30.9,4.550227,4.2001211E7,33,000880,20260430
000953.SZ,河化股份,6.99,6.92,1.01156069,7.04,2.85275835,20000104,334/870,6.89,8.16270396,20001205,6.92,7.04,6.89,6.99,2.16763,7167300,33,000953,20260430
600719.SH,大连热电,7.75,7.66,0.64935065,7.84,2.84674615,20000117,335/870,7.56,4.75059231,20001226,7.66,7.84,7.56,7.75,3.636363,2.7464329E7,17,600719,20260430
000919.SZ,金陵药业,7.39,7.29,0.95628415,7.44,2.83831276,20000104,336/870,7.25,7.5572428,20001205,7.29,7.44,7.25,7.39,2.595628,2.3506E7,33,000919,20260430
600059.SH,古越龙山,8.91,8.96,-0.66889632,9.02,2.83653315,20000104,337/870,8.9,3.48704142,20001226,8.96,9.02,8.9,8.91,1.337792,7419701,17,600059,20260430
000911.SZ,*ST广糖,5.73,5.73,-4.97512438,5.73,2.83517351,20000124,338/870,5.73,5.72701851,20001227,5.73,5.73,5.73,5.73,0,6288700,33,000911,20260430
000809.SZ,和展能源,3.77,3.83,-0.78947368,3.84,2.83280423,20000124,339/870,3.76,5.71816578,20001201,3.83,3.84,3.76,3.77,2.105263,1.33498E7,33,000809,20260430
000520.SZ,凤凰航运,3.95,3.97,-1.00250627,4,2.82655562,20000104,340/870,3.92,4.25863921,20001204,3.97,4,3.92,3.95,2.005012,1.32808E7,33,000520,20260430
600038.SH,中直股份,31.21,31.61,-1.57678966,31.77,2.81472799,20001218,341/870,31.19,4.19769528,20001221,31.61,31.77,31.19,31.21,1.829076,8637130,17,600038,20260430
600149.SH,廊坊发展,6.43,6.34,2.22575517,6.51,2.80208333,20000117,342/870,6.3,5.11458333,20001226,6.34,6.51,6.3,6.43,3.338632,2.76757E7,17,600149,20260430
600858.SH,银座股份,5.79,5.81,-0.17241379,5.85,2.79695912,20000124,343/870,5.75,4.85815075,20001206,5.81,5.85,5.75,5.79,1.724137,7880100,17,600858,20260430
600797.SH,浙大网新,8.76,8.76,-0.68027211,8.9,2.79645874,20000104,344/870,8.68,4.53521741,20001201,8.76,8.9,8.68,8.76,2.494331,2.2755768E7,17,600797,20260430
000608.SZ,*ST阳光,3.78,3.65,2.7173913,3.84,2.79051343,20000104,345/870,3.63,6.0416693,20000128,3.65,3.84,3.63,3.78,5.706521,1.8341961E7,33,000608,20260430
000576.SZ,甘化科工,8.82,9.19,-5.76923077,9.23,2.78656157,20000124,346/870,8.73,4.87285599,20001206,9.19,9.23,8.73,8.82,5.34188,1.93316E7,33,000576,20260430
600696.SH,*ST岩石,1.31,1.31,,1.31,2.78619019,20000128,347/870,1.31,6.66868565,20001213,1.31,1.31,1.31,1.31,,,22,600696,20260430
600101.SH,明星电力,9.82,9.81,-0.70778564,9.89,2.75852798,20000104,348/870,9.75,3.30706153,20000110,9.81,9.89,9.75,9.82,1.415571,1.8625767E7,17,600101,20260430
600678.SH,ST金顶,10.38,10.38,-5.03202196,10.38,2.75215897,20000118,349/870,10.38,5.23421026,20001205,10.38,10.38,10.38,10.38,0,210800,22,600678,20260430
600784.SH,鲁银投资,7.5,7.55,-0.92470277,7.62,2.74591985,20000104,350/870,7.49,5.74295712,20001201,7.55,7.62,7.49,7.5,1.717305,9653722,17,600784,20260430
000910.SZ,大亚圣象,6.79,6.9,-1.45137881,6.93,2.74272727,20000117,351/870,6.76,5.04272727,20001227,6.9,6.93,6.76,6.79,2.467343,7426157,33,000910,20260430
600257.SH,大湖股份,6.1,6.13,-0.48939641,6.18,2.74200817,20001201,352/870,5.99,3.12637969,20001227,6.13,6.18,5.99,6.1,3.09951,1.5521101E7,17,600257,20260430
000762.SZ,西藏矿业,38.7,38.47,-0.51413882,39.87,2.73762084,20000104,353/870,38.14,5.92694349,20001213,38.47,39.87,38.14,38.7,4.4473,4.9146363E7,33,000762,20260430
000936.SZ,华西股份,7.18,7.22,-2.04638472,7.31,2.73520371,20000104,354/870,7.14,3.64853201,20001225,7.22,7.31,7.14,7.18,2.319236,3.7544977E7,33,000936,20260430
000421.SZ,南京公用,6.33,6.38,-1.09375,6.43,2.71772524,20000117,355/870,6.31,4.56329747,20001204,6.38,6.43,6.31,6.33,1.875,9813000,33,000421,20260430
000698.SZ,ST沈化,3.86,3.86,-0.51546392,3.89,2.71105413,20000128,356/870,3.85,5.13270655,20001204,3.86,3.89,3.85,3.86,1.030927,6480100,33,000698,20260430
600072.SH,中船科技,13.68,13.14,6.04651163,14.12,2.70795462,20000124,357/870,13.1,4.03840791,20001204,13.14,14.12,13.1,13.68,7.906976,8.4470659E7,17,600072,20260430
000582.SZ,北部湾港,11.56,11.35,2.30088496,11.63,2.70624568,20000124,358/870,11.24,6.41836689,20001227,11.35,11.63,11.24,11.56,3.451327,4.6057715E7,33,000582,20260430
600834.SH,申通地铁,8.02,8.16,-2.19512195,8.2,2.70541743,20000104,359/870,7.97,13.75145195,20001207,8.16,8.2,7.97,8.02,2.804878,5896510,17,600834,20260430
600159.SH,大龙地产,3.33,3.22,2.46153846,3.39,2.69503859,20000125,360/870,3.2,5.05348592,20001201,3.22,3.39,3.2,3.33,5.846153,3.354541E7,17,600159,20260430
000882.SZ,华联股份,1.65,1.63,1.22699387,1.67,2.69093956,20000104,361/870,1.61,8.16255128,20001207,1.63,1.67,1.61,1.65,3.680981,7.699094E7,33,000882,20260430
600115.SH,中国东航,4.32,4.35,-0.91743119,4.4,2.67021212,20000104,362/870,4.26,4.23839394,20001205,4.35,4.4,4.26,4.32,3.211009,2.54731197E8,17,600115,20260430
000801.SZ,四川九洲,12.78,12.85,-1.16009281,12.93,2.65963818,20000104,363/870,12.68,6.85479487,20000126,12.85,12.93,12.68,12.78,1.933488,1.60052E7,33,000801,20260430
000859.SZ,国风新材,9.04,8.92,1.57303371,9.28,2.6498109,20000117,364/870,8.92,3.68999287,20001211,8.92,9.28,8.92,9.04,4.044943,2.9100064E7,33,000859,20260430
600051.SH,宁波联合,7.77,7.72,0.51746442,7.83,2.64575758,20000124,365/870,7.69,8.40333333,20001227,7.72,7.83,7.69,7.77,1.811125,7735600,17,600051,20260430
600734.SH,*ST实达,2.23,2.23,-5.10638298,2.26,2.597003,20000104,366/870,2.23,3.72765696,20000128,2.23,2.26,2.23,2.23,1.276595,6.08706E7,22,600734,20260430
000815.SZ,美利云,19.02,19.8,-4.22960725,20.11,2.5917803,20000104,367/870,19,4.46993687,20001219,19.8,20.11,19,19.02,5.589123,8.149172E7,33,000815,20260430
000632.SZ,ST三木,3.9,3.9,-4.87804878,3.9,2.57189281,20000124,368/870,3.9,4.15665064,20001227,3.9,3.9,3.9,3.9,0,1.11101E7,33,000632,20260430
000498.SZ,山东路桥,5.54,5.61,-4.64716007,5.64,2.56712985,20000124,369/870,5.51,5.31339851,20001211,5.61,5.64,5.51,5.54,2.237521,3.3839563E7,33,000498,20260430
600255.SH,鑫科材料,3.65,3.63,0.55096419,3.68,2.56511243,20001211,370/870,3.62,2.75840631,20001204,3.63,3.68,3.62,3.65,1.652892,3.3469836E7,17,600255,20260430
000791.SZ,甘肃能源,8.06,8.32,-3.58851675,8.34,2.56457573,20000104,371/870,8.02,6.64620838,20001204,8.32,8.34,8.02,8.06,3.827751,6.1837733E7,33,000791,20260430
600651.SH,飞乐音响,6.89,6.64,4.23600605,6.99,2.5576121,20000124,372/870,6.63,8.57649152,20001229,6.64,6.99,6.63,6.89,5.446293,3.8903882E7,17,600651,20260430
000837.SZ,秦川机床,11.11,10.92,1.46118721,11.2,2.54113618,20000104,373/870,10.92,5.15591067,20001229,10.92,11.2,10.92,11.11,2.557077,1.600588E7,33,000837,20260430
000573.SZ,粤宏远A,5.03,5.02,1.41129032,5.06,2.51958209,20000104,374/870,4.93,4.4540984,20001205,5.02,5.06,4.93,5.03,2.620967,2.8006556E7,33,000573,20260430
000029.SZ,深深房A,21.26,20.81,1.4797136,21.35,2.519,20000124,375/870,20.25,7.10683784,20001204,20.81,21.35,20.25,21.26,5.250596,8575227,33,000029,20260430
600179.SH,安通控股,4.21,4.26,-1.40515222,4.27,2.51786385,20000128,376/870,4.18,4.04701577,20001204,4.26,4.27,4.18,4.21,2.107728,2.9857349E7,17,600179,20260430
000410.SZ,沈阳机床,6.16,6.15,-0.16207455,6.39,2.51093045,20000127,377/870,6.13,5.0250282,20001204,6.15,6.39,6.13,6.16,4.213938,2.2010614E7,33,000410,20260430
000822.SZ,山东海化,5.95,6.1,-2.45901639,6.14,2.50977045,20000104,378/870,5.9,5.72748871,20001204,6.1,6.14,5.9,5.95,3.934426,2.5926349E7,33,000822,20260430
600802.SH,福建水泥,5.66,5.64,0.8912656,5.67,2.508875,20000124,379/870,5.56,4.37345833,20001222,5.64,5.67,5.56,5.66,1.960784,6145240,17,600802,20260430
000727.SZ,冠捷科技,2.65,2.66,-0.37593985,2.68,2.50029138,20000104,380/870,2.62,6.11742424,20001220,2.66,2.68,2.62,2.65,2.255639,7.0520068E7,33,000727,20260430
600185.SH,珠免集团,5.94,5.94,0,6.03,2.4747847,20000114,381/870,5.9,3.27046338,20001221,5.94,6.03,5.9,5.94,2.188552,2.7898048E7,17,600185,20260430
000544.SZ,中原环保,8.45,8.43,-0.35377358,8.5,2.46933333,20000124,382/870,8.39,4.98996825,20001204,8.43,8.5,8.39,8.45,1.297169,7336756,33,000544,20260430
600233.SH,圆通速递,21.5,21.75,-2.00546946,21.94,2.4539899,20001211,383/870,21.29,3.02217172,20001228,21.75,21.94,21.29,21.5,2.962625,2.2852412E7,17,600233,20260430
600877.SH,电科芯片,16.45,16.06,2.11049038,16.52,2.44953849,20000128,384/870,16.01,3.95577645,20001214,16.06,16.52,16.01,16.45,3.165735,2.0018317E7,17,600877,20260430
600238.SH,*ST椰岛,5.64,5.78,2.54545455,5.78,2.42671895,20000120,385/870,5.56,4.03347277,20001229,5.78,5.78,5.56,5.64,4,2.4439953E7,22,600238,20260430
000676.SZ,智度股份,7.38,7.26,0.13568521,7.54,2.4256537,20000105,386/870,7.26,10.06549893,20001201,7.26,7.54,7.26,7.38,3.799185,2.4455778E7,33,000676,20260430
600805.SH,悦达投资,5.3,5.35,-1.11940299,5.38,2.40824786,20000112,387/870,5.28,4.01615385,20001205,5.35,5.38,5.28,5.3,1.865671,1.40417E7,17,600805,20260430
600227.SH,赤天化,4.09,4.17,-2.85035629,4.22,2.38515039,20001201,388/870,4,2.65280515,20001206,4.17,4.22,4,4.09,5.225653,2.15251992E8,17,600227,20260430
600629.SH,华建集团,20.4,20,1.8981019,20.59,2.38060802,20000128,389/870,19.88,4.7050679,20001212,20,20.59,19.88,20.4,3.546453,2.6627563E7,17,600629,20260430
000599.SZ,青岛双星,5.96,5.92,3.47222222,6.22,2.37970149,20000124,390/870,5.88,3.53465079,20001205,5.92,6.22,5.88,5.96,5.902777,4.1496804E7,33,000599,20260430
000523.SZ,红棉股份,3.45,3.4,0.58309038,3.46,2.36833333,20000128,391/870,3.39,4.91,20001207,3.4,3.46,3.39,3.45,2.040816,2.6820779E7,33,000523,20260430
000572.SZ,海马汽车,5.59,5.52,1.82149362,5.61,2.35913462,20000118,392/870,5.5,5.73413462,20001205,5.52,5.61,5.5,5.59,2.003642,3.4042445E7,33,000572,20260430
600328.SH,中盐化工,8.1,8.3,-7.53424658,8.46,2.35768965,20001225,393/870,8.05,2.93763855,20001222,8.3,8.46,8.05,8.1,4.680365,7.178604E7,17,600328,20260430
000926.SZ,福星股份,2.13,2.08,2.89855072,2.14,2.34289044,20000104,394/870,2.05,4.75714286,20001206,2.08,2.14,2.05,2.13,4.347826,4.4464887E7,33,000926,20260430
000419.SZ,通程控股,5.83,5.9,1.21527778,5.96,2.33108215,20000104,395/870,5.8,3.25320887,20001229,5.9,5.96,5.8,5.83,2.777777,1.1723119E7,33,000419,20260430
000534.SZ,万泽股份,39.53,40.3,-2.87469287,41.1,2.32976486,20000105,396/870,39.24,7.19586545,20001229,40.3,41.1,39.24,39.53,4.570024,1.4865305E7,33,000534,20260430
000812.SZ,陕西金叶,4.1,4.09,0.24449878,4.12,2.32959664,20000104,397/870,4.06,3.89699582,20001204,4.09,4.12,4.06,4.1,1.466992,1.0838997E7,33,000812,20260430
000833.SZ,粤桂股份,31.72,29.25,9.98613037,31.72,2.32725926,20000128,398/870,28.93,5.72425,20001205,29.25,31.72,28.93,31.72,9.674063,6.5184165E7,33,000833,20260430
000767.SZ,晋控电力,3.78,3.92,-3.57142857,3.96,2.32221158,20000104,399/870,3.77,4.37528671,20001206,3.92,3.96,3.77,3.78,4.846938,1.37942441E8,33,000767,20260430
600073.SH,光明肉业,5.88,5.92,-0.67567568,5.92,2.31726784,20000104,400/870,5.86,8.47315342,20000128,5.92,5.92,5.86,5.88,1.013513,5979102,17,600073,20260430
600186.SH,莲花控股,10.72,11.33,-0.92421442,11.55,2.31725962,20000104,401/870,10.42,3.79153572,20001226,11.33,11.55,10.42,10.72,10.443622,4.80905226E8,17,600186,20260430
000518.SZ,*ST四环,2.91,2.89,1.04166667,2.92,2.31222029,20001201,402/870,2.86,2.62729231,20001214,2.89,2.92,2.86,2.91,2.083333,7356701,33,000518,20260430
600604.SH,市北高新,4.83,4.84,-0.41237113,4.86,2.31074944,20000104,403/870,4.79,4.70704574,20001204,4.84,4.86,4.79,4.83,1.443298,8372200,17,600604,20260430
000089.SZ,深圳机场,7.13,7.1,0.28129395,7.19,2.29529659,20000117,404/870,7.04,3.59967637,20001201,7.1,7.19,7.04,7.13,2.109704,1.6784682E7,33,000089,20260430
000595.SZ,*ST宝实,6.36,6.34,-0.625,6.41,2.29217604,20000104,405/870,6.32,4.85330073,20001205,6.34,6.41,6.32,6.36,1.40625,1.18531E7,33,000595,20260430
600735.SH,ST新华锦,7.4,8.18,-5.00641849,8.18,2.29086123,20000104,406/870,7.4,6.28667996,20001222,8.18,8.18,7.4,7.4,10.012836,6.7389671E7,22,600735,20260430
600601.SH,方正科技,11.67,11.85,-1.18543607,12.07,2.25987881,20000118,407/870,11.61,2.95161499,20001229,11.85,12.07,11.61,11.67,3.895004,1.47500212E8,17,600601,20260430
000420.SZ,吉林化纤,5.11,5.2,-0.77669903,5.23,2.24554779,20000104,408/870,5.05,3.15318182,20001205,5.2,5.23,5.05,5.11,3.495145,8.1461619E7,33,000420,20260430
600791.SH,京能置业,13.45,13.37,0.82458771,13.96,2.2449497,20000105,409/870,13.35,4.88055128,20001205,13.37,13.96,13.35,13.45,4.572713,1.9567E7,17,600791,20260430
000759.SZ,中百集团,5.49,5.47,0,5.6,2.23563994,20000104,410/870,5.45,3.46373031,20001205,5.47,5.6,5.45,5.49,2.73224,1.55719E7,33,000759,20260430
000056.SZ,*ST皇庭,1.74,1.81,-4.91803279,1.84,2.2308542,20000104,411/870,1.74,4.3882616,20001213,1.81,1.84,1.74,1.74,5.46448,1.06272212E8,33,000056,20260430
600623.SH,华谊集团,10.88,10.86,0.18416206,11,2.22864706,20000128,412/870,10.76,8.33452941,20001208,10.86,11,10.76,10.88,2.209944,2.8751989E7,17,600623,20260430
600113.SH,浙江东日,44.68,45.23,-1.15044248,46.18,2.22255646,20000125,413/870,44.32,3.45712437,20001226,45.23,46.18,44.32,44.68,4.115044,4078117,17,600113,20260430
000016.SZ,*ST康佳A,3.24,3.24,-4.98533724,3.24,2.20981818,20000104,414/870,3.24,2.95527273,20000110,3.24,3.24,3.24,3.24,0,2.20945E7,33,000016,20260430
600892.SH,*ST大晟,3.65,3.8,-4.45026178,3.85,2.20918464,20000110,415/870,3.63,3.84116642,20001205,3.8,3.85,3.63,3.65,5.759162,1.5351E7,22,600892,20260430
000816.SZ,智慧农业,3.23,3.21,0.62305296,3.24,2.20072039,20000104,416/870,3.19,2.85192104,20001227,3.21,3.24,3.19,3.23,1.557632,2.4163819E7,33,000816,20260430
600812.SH,华北制药,5.21,5.24,-1.13851992,5.26,2.1989698,20000104,417/870,5.2,4.08034735,20001201,5.24,5.26,5.2,5.21,1.138519,1.0234482E7,17,600812,20260430
600846.SH,同济科技,12.76,12.93,-2.29709035,13,2.18764957,20000119,418/870,12.57,3.86179487,20001220,12.93,13,12.57,12.76,3.292496,6438302,17,600846,20260430
000803.SZ,山高环能,8.79,8.47,3.90070922,8.82,2.18516998,20000104,419/870,8.35,6.2830004,20001228,8.47,8.82,8.35,8.79,5.555555,2.4087883E7,33,000803,20260430
600173.SH,卧龙新能,7.28,7.35,-1.48849797,7.39,2.18126984,20000104,420/870,7.26,4.35058201,20001229,7.35,7.39,7.26,7.28,1.759133,8242300,17,600173,20260430
600658.SH,电子城,5.1,4.95,2.40963855,5.12,2.17851082,20000124,421/870,4.92,7.79539394,20001211,4.95,5.12,4.92,5.1,4.016064,1.76939E7,17,600658,20260430
600199.SH,金种子酒,7.94,7.96,-0.37641154,8.02,2.17763909,20000104,422/870,7.94,4.11720598,20001201,7.96,8.02,7.94,7.94,1.003764,6027300,17,600199,20260430
600743.SH,华远控股,2.47,2.38,2.91666667,2.53,2.17330075,20000124,423/870,2.36,3.62881914,20001205,2.38,2.53,2.36,2.47,7.083333,1.25279075E8,17,600743,20260430
600643.SH,爱建集团,4.82,4.79,0.41666667,4.89,2.16993724,20000124,424/870,4.75,3.93360947,20001205,4.79,4.89,4.75,4.82,2.916666,2.6335383E7,17,600643,20260430
600082.SH,ST海泰,3.34,3.43,0,3.47,2.15771767,20000104,425/870,3.33,3.72420219,20000128,3.43,3.47,3.33,3.34,4.191616,2.4354602E7,22,600082,20260430
600172.SH,黄河旋风,8.43,8.56,1.32211538,8.88,2.15574313,20000104,426/870,8.26,2.98337201,20001227,8.56,8.88,8.26,8.43,7.451923,1.2169618E8,17,600172,20260430
000795.SZ,英洛华,9.23,9.19,0,9.27,2.15061771,20000104,427/870,9.15,4.1556473,20001206,9.19,9.27,9.15,9.23,1.300108,1.1561071E7,33,000795,20260430
000793.SZ,*ST华闻,2.73,2.75,-0.72727273,2.77,2.1410355,20001218,428/870,2.72,3.36668411,20000128,2.75,2.77,2.72,2.73,1.818181,2.523082E7,33,000793,20260430
600619.SH,海立股份,17.9,17.98,5.04694836,18.66,2.13860494,20000125,429/870,17.9,6.97399588,20001222,17.98,18.66,17.9,17.9,4.460093,5.40274E7,17,600619,20260430
600798.SH,宁波海运,3.63,3.63,0,3.67,2.13747917,20000104,430/870,3.61,4.08279167,20001211,3.63,3.67,3.61,3.63,1.652892,1.67463E7,17,600798,20260430
000989.SZ,九芝堂,9.65,9.72,-0.92402464,9.75,2.12961554,20001207,431/870,9.55,2.9038011,20001221,9.72,9.75,9.55,9.65,2.053388,1.534083E7,33,000989,20260430
000407.SZ,胜利股份,4.84,5,-0.20618557,5.07,2.11798168,20000104,432/870,4.82,3.382045,20001206,5,5.07,4.82,4.84,5.154639,5.2480473E7,33,000407,20260430
000721.SZ,西安饮食,7.59,7.63,-0.5242464,7.67,2.10467816,20000119,433/870,7.56,3.59433333,20001206,7.63,7.67,7.56,7.59,1.441677,5613400,33,000721,20260430
000615.SZ,*ST美谷,3.33,3.34,-0.89285714,3.39,2.09722514,20000117,434/870,3.32,2.91424058,20001229,3.34,3.39,3.32,3.33,2.083333,8562316,33,000615,20260430
600620.SH,天宸股份,5.52,6.14,-9.95106036,6.14,2.09599956,20000124,435/870,5.52,3.78729072,20001222,6.14,6.14,5.52,5.52,10.114192,1.8850761E7,17,600620,20260430
000415.SZ,渤海租赁,4.68,4.78,-1.88679245,4.82,2.09531674,20000104,436/870,4.65,3.13604072,20001201,4.78,4.82,4.65,4.68,3.563941,8.4486015E7,33,000415,20260430
