股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向区间增长值[20260424-20260430],主力资金流向[20260424],主力资金流向[20260428],主力资金流向[20260429],主力资金流向[20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code,主力资金流向[20260427]
300870.SZ,欧陆通,404.0,富士康概念;液冷服务器;WiFi 6;第三代半导体;消费电子概念;数据中心;无人机;华为概念;比亚迪概念;充电桩;海峡两岸;光伏概念;阿里巴巴概念;储能;智能家居;一带一路;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,7.44966621,2.24471175E9,403308720.0,,73655540.0,118328787.0,237243450.0,18,44043547124.0,5665069,715456980.0,478213530.0,384.11,412.32,381.3,404.0,8.250219,33,300870,233444500.0
300274.SZ,阳光电源,137.41,虚拟电厂;宁德时代概念;储能;同花顺漂亮100;氢能源;充电桩;光伏概念;风电;深股通;融资融券;数据中心;新能源汽车;数字经济;回购增持再贷款概念,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深300;沪深AB股;沪深A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;科创创业50,-0.4780184,8.79511943E9,391697240.0,,1266001610.0,2288634530.0,172039970.0,14,218483925011.17,6.3872533E7,2361727970.0,2189688000.0,138.47,140.21,136.4,137.41,2.759469,33,300274,
300124.SZ,汇川技术,68.6,一体化压铸;人形机器人;新型工业化;AI应用;小米汽车;工业母机;机器人概念;机器视觉;小米概念;人工智能;工业互联网;数字经济;新能源汽车;农机;DeepSeek概念;储能;换电概念;液冷服务器;同花顺漂亮100;碳中和;深股通;融资融券,中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深300;沪深AB股;沪深A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;科创创业50,1.49430389,3.84694089E9,382247640.0,,,905344160.0,73313090.0,22,165336719093.0,5.5779743E7,947823980.0,874510890.0,67.67,70.41,67.42,68.6,4.423731,33,300124,21419070.0
600221.SH,海航控股,1.51,自由贸易港;雄安新区;海南自贸区;融资融券;股权转让(并购重组);沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),4.86111111,1.73486649E9,379836903.0,,7577405.0,80713650.0,345363720.0,6,64696727548.83,1.13523726E9,817444910.0,472081190.0,1.5,1.57,1.5,1.51,4.861111,17,600221,
601689.SH,拓普集团,60.14,人形机器人;同花顺新质50;小米汽车;汽车热管理;华为汽车;特斯拉概念;新型工业化;一体化压铸;智能座舱;比亚迪概念;机器人概念;新能源汽车;小米概念;无人驾驶;汽车电子;英伟达概念;液冷服务器;数据中心;中国AI 50;同花顺出海50;沪股通;融资融券,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),4.44598819,3.00851367E9,378874062.0,,,92184214.0,261116800.0,22,104513431781.2,5.0097773E7,725608180.0,464491380.0,57.51,60.88,57.5,60.14,5.870093,17,601689,274975475.0
300342.SZ,天银机电,68.31,太赫兹;军工信息化;商业航天;卫星导航;军民融合;6G概念;军工;无人机;低空经济;华为概念;无人驾驶;家用电器;国企改革;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.07324934,3.74031846E9,375081940.0,,,,,15,28714585850.28,5.4858726E7,841426430.0,855857050.0,67.1,70.52,65.66,68.31,7.119835,33,300342,4478830.0
688981.SH,中芯国际,118.73,国家大基金持股;存储芯片;中芯国际概念;芯片概念;汽车电子;OLED;消费电子概念;中国AI 50;物联网;上海自贸区;同花顺漂亮100;融资融券;沪股通,上证180;上证50;上证AB股;上证A股;上证上市公司;中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创创业50;科创板,5.56592869,1.19115272E10,368259940.0,1470785760.0,,,1839045700.0,13,237408061442.77,1.01838285E8,4678484200.0,2839438500.0,113.31,119.88,113.3,118.73,5.850449,17,688981,1245973830.0
002414.SZ,高德红外,14.83,商业航天;毫米波雷达;芯片概念;传感器;无人机;军民融合;汽车电子;军工;机器视觉;低空经济;高端装备;无人驾驶;机器人概念;华为概念;车联网(车路协同);智能家居;安防;华为昇腾;鸿蒙概念;智能电网;深股通;融资融券;先进封装,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,3.2729805,1.80379682E9,359611060.0,,16816643.0,,227040649.0,23,50401422351.73,1.22038409E8,411754990.0,184714341.0,14.38,15.03,14.38,14.83,4.526462,33,002414,99989637.0
688205.SH,德科立,240.96,F5G概念;共封装光学(CPO);光纤概念;5G;芯片概念;数据中心;东数西算(算力);专精特新;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,2.62350937,3.57221622E9,344871870.0,,445631860.0,,124175590.0,10,38140432875.84,1.4560935E7,1163830640.0,1039655050.0,243,255.8,236.66,240.96,8.151618,17,688205,76124310.0
688037.SH,芯源微,232.11,存储芯片;中芯国际概念;先进封装;芯片概念;华为海思概念股;光刻胶;专精特新;国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,13.22439024,3.59461302E9,344261634.0,,12762540.0,133677050.0,334883050.0,10,46799711674.56,1.6745055E7,1126943780.0,792060730.0,198.5,245,195.69,232.11,24.053658,17,688037,194556220.0
002361.SZ,神剑股份,20.55,航空发动机;卫星导航;商业航天;军民融合;军工;低空经济;无人机;高铁;3D打印;高端装备;石墨烯;污水处理;国企改革;深股通;股权转让(并购重组);融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.49376559,4.62775162E9,333153060.0,,,95922400.0,57120130.0,16,16625340223.95,2.25712108E8,663864420.0,606744290.0,20.41,20.82,19.91,20.55,4.538653,33,002361,45345610.0
601727.SH,上海电气,8.08,智能电网;特高压;核电;虚拟电厂;可控核聚变;充电桩;风电;工业互联网;独角兽概念;高端装备;超导概念;华为概念;大飞机;超超临界发电;工业母机;机器人概念;航空发动机;储能;光伏概念;人形机器人;燃料电池;减速器;化债概念(AMC概念);核污染防治;特斯拉概念;固废处理;氢能源;回购增持再贷款概念;国企改革;锂电池概念;钒电池;上海国企改革;固态电池;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.76322418,1.06582334E9,324824940.0,,,,154057667.0,35,101934368258.88,1.325151E8,326804180.0,172746513.0,8.03,8.09,7.99,8.08,1.259445,17,601727,120023862.0
688110.SH,东芯股份,143.77,汽车芯片;存储芯片;智能穿戴;消费电子概念;芯片概念;5G;安防;车联网(车路协同);专精特新;回购增持再贷款概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,6.57524092,5.01886784E9,323850248.0,101993722.0,,289830160.0,425843970.0,12,63582247707.66,3.5500301E7,1670015800.0,1244171830.0,142.1,145.3,137.11,143.77,6.071163,17,688110,293278000.0
688195.SH,腾景科技,332.0,共封装光学(CPO);光纤概念;光刻机;量子科技;芯片概念;商业航天;数据中心;AI眼镜;卫星导航;无人驾驶;专精特新;海峡两岸;福建自贸区;华为概念;医疗器械概念;独角兽概念;沪股通;股权转让(并购重组);融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,2.54509513,2.46639108E9,314552040.0,,,13253800.0,93419090.0,19,42944200000.0,7455886,722905820.0,629486730.0,331.23,338.23,320.07,332.0,5.609093,17,688195,
002156.SZ,通富微电,51.77,国家大基金持股;存储芯片;汽车芯片;先进封装;华为海思概念股;AI PC;第三代半导体;芯片概念;汽车电子;消费电子概念;智能座舱;智能穿戴;毫米波雷达;共封装光学(CPO);传感器;同花顺新质50;比亚迪概念;特斯拉概念;2025年报预增;物联网;海峡两岸;人民币贬值受益;创投;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,4.58585859,6.82247205E9,309163780.0,261690920.0,,,570854700.0,25,78558501532.94,1.3203628E8,1674128010.0,1103273310.0,50.98,52.89,50.23,51.77,5.373737,33,002156,809767060.0
603629.SH,利通电子,144.41,算力租赁;东数西算(算力);液冷服务器;英伟达概念;云计算;腾讯概念;华为概念;消费电子概念;芯片概念;OLED;军工;小米概念;2025年报预增;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,9.99314495,6.35191146E9,307026620.0,,,,58761960.0,14,37091997320.0,4.4705508E7,1443968250.0,1385206290.0,142.32,144.42,136.72,144.41,5.864879,17,603629,
603179.SH,新泉股份,61.4,机器人概念;比亚迪概念;新能源汽车;特斯拉概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),7.02457731,1.97540853E9,306096733.0,,,,263704890.0,6,31322712230.2,3.2128803E7,540509870.0,276804980.0,58.96,63.06,58.96,61.4,7.146592,17,603179,13814865.0
600256.SH,广汇能源,6.75,俄乌冲突概念;页岩气;煤炭概念;煤化工概念;天然气;新疆振兴;氢能源;碳中和;西部大开发;融资融券;一带一路;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.65662651,1.28904999E9,302685972.0,,306360990.0,96868750.0,75453182.0,12,43146020007.0,1.90885837E8,294367870.0,218914688.0,6.71,6.83,6.69,6.75,2.108433,17,600256,320485432.0
300456.SZ,赛微电子,45.82,共封装光学(CPO);光刻机;先进封装;太赫兹;华为海思概念股;第三代半导体;6G概念;消费电子概念;5G;芯片概念;汽车电子;传感器;国家大基金持股;无人驾驶;新型工业化;卫星导航;数据中心;无人机;华为概念;人民币贬值受益;物联网;东数西算(算力);时空大数据;创投;独角兽概念;百度概念;京津冀一体化;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,2.0717309,1.9740535E9,299056890.0,,,,31558300.0,29,27375109880.96,4.3114537E7,419161810.0,387603510.0,45.08,46.66,44.87,45.82,3.987525,33,300456,
688270.SH,ST臻镭,130.38,军工信息化;卫星导航;6G概念;商业航天;军民融合;军工;无人机;芯片概念;2025年报预增;ST板块,ST;上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板;风险警示板,7.70755886,1.83889125E9,289162120.0,,,,19343150.0,10,27908047608.0,1.4527583E7,498826910.0,479483760.0,122.48,132,120,130.38,9.913258,22,688270,
688800.SH,瑞可达,105.0,铜缆高速连接;5G;液冷服务器;6G概念;毫米波雷达;数据中心;高压快充;专精特新;比亚迪概念;卫星导航;商业航天;人形机器人;新能源汽车;2025年报预增;特斯拉概念;机器人概念;军工;充电桩;光伏概念;储能;飞行汽车(eVTOL);换电概念;低空经济;军民融合;医疗器械概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,13.61177234,2.33356963E9,288668323.0,,,53230110.0,282623910.0,27,21595805175.0,2.296024E7,752025300.0,469401390.0,94.21,107.49,94.21,105.0,14.369184,17,688800,
300153.SZ,科泰电源,31.66,数据中心;阿里巴巴概念;腾讯概念;华为概念;百度概念;核电;专精特新;互联网金融;储能;一带一路;锂电池概念;长三角一体化;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,6.42016807,1.69320367E9,284684632.0,,78627328.0,46822488.0,274407823.0,14,10078331535.88,5.3593514E7,490750690.0,216342867.0,29.68,33.55,29.08,31.66,15.02521,33,300153,1641229.0
688047.SH,龙芯中科,166.23,汽车芯片;MCU芯片;国产操作系统;信创;东数西算(算力);芯片概念;鸿蒙概念;百度概念;机器人概念;商业航天;DeepSeek概念;沪股通;融资融券,上证180;上证AB股;上证A股;上证上市公司;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创创业50;科创板,6.61236532,3.06611738E9,282351980.0,123429320.0,,,405781300.0,13,66658230000.0,1.8731477E7,941749130.0,535967830.0,158.88,167.88,157.67,166.23,6.548229,17,688047,24576020.0
688111.SH,金山办公,251.94,智谱AI;AI应用;中国AI 50;AI智能体;云计算;云办公;信创;腾讯概念;鸿蒙概念;DeepSeek概念;人工智能;华为概念;小米概念;同花顺漂亮100;2026一季报预增;沪股通;融资融券,上证180;上证50;上证AB股;上证A股;上证上市公司;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创创业50;科创板,1.07518254,2.19911478E9,281790490.0,,,57567360.0,181051310.0,17,116741972164.74,8709056,670037360.0,488986050.0,250,254.82,249.4,251.94,2.174436,17,688111,134283080.0
002130.SZ,沃尔核材,22.74,大飞机;3D打印;铜缆高速连接;军工;人形机器人;海峡两岸;核电;数据中心;机器人概念;同花顺新质50;新能源汽车;华为概念;智能电网;高压快充;充电桩;消费电子概念;工业互联网;医疗器械概念;超导概念;比亚迪概念;粤港澳大湾区;风电;华为海思概念股;互联网金融;绿色电力;锂电池概念;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;含H股的A股;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.69868996,8.90090226E8,281646626.0,,,,,28,26081694255.96,3.9189591E7,97022256.0,153375737.0,22.9,22.98,22.6,22.74,1.659388,33,002130,8174542.0
